entry,at,order
"""Misha @ Kvjues6h6A"" calls 0.20",2025-01-28T06:32:52.819Z,173804597281900
"""Los @ ZxB8Ml7CpM"" raises to 0.20",2025-01-28T06:32:51.455Z,173804597145500
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:32:48.392Z,173804596839200
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:32:47.492Z,173804596749200
"""Misha @ Kvjues6h6A"" posts a big blind of 0.10",2025-01-28T06:32:46.583Z,173804596658307
"""Los @ ZxB8Ml7CpM"" posts a small blind of 0.05",2025-01-28T06:32:46.583Z,173804596658306
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (12.35) | #2 ""Zaleu @ sN5xMfD2pb"" (16.25) | #3 ""DeezLouiz @ AkoTA5kmtN"" (1.80) | #4 ""Los @ ZxB8Ml7CpM"" (2.53)",2025-01-28T06:32:46.583Z,173804596658301
"-- starting hand #188 (id: oxornmzmkqmu)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:32:46.583Z,173804596658300
"-- ending hand #187 --",2025-01-28T06:32:43.667Z,173804596366702
"""Misha @ Kvjues6h6A"" collected 0.25 from pot",2025-01-28T06:32:43.667Z,173804596366701
"Uncalled bet of 0.20 returned to ""Misha @ Kvjues6h6A""",2025-01-28T06:32:43.667Z,173804596366700
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:32:42.798Z,173804596279800
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:32:41.939Z,173804596193900
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:32:40.213Z,173804596021300
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T06:32:38.956Z,173804595895600
"""Los @ ZxB8Ml7CpM"" posts a big blind of 0.10",2025-01-28T06:32:36.241Z,173804595624107
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:32:36.241Z,173804595624106
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (12.20) | #2 ""Zaleu @ sN5xMfD2pb"" (16.25) | #3 ""DeezLouiz @ AkoTA5kmtN"" (1.85) | #4 ""Los @ ZxB8Ml7CpM"" (2.63)",2025-01-28T06:32:36.241Z,173804595624101
"-- starting hand #187 (id: h2fi3fxcgjti)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:32:36.241Z,173804595624100
"-- ending hand #186 --",2025-01-28T06:32:33.262Z,173804595326202
"""DeezLouiz @ AkoTA5kmtN"" collected 0.10 from pot",2025-01-28T06:32:33.262Z,173804595326201
"Uncalled bet of 0.05 returned to ""DeezLouiz @ AkoTA5kmtN""",2025-01-28T06:32:33.262Z,173804595326200
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:32:32.421Z,173804595242100
"""Misha @ Kvjues6h6A"" folds",2025-01-28T06:32:31.551Z,173804595155100
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:32:29.986Z,173804594998600
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:32:28.887Z,173804594888707
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:32:28.887Z,173804594888706
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (12.20) | #2 ""Zaleu @ sN5xMfD2pb"" (16.30) | #3 ""DeezLouiz @ AkoTA5kmtN"" (1.80) | #4 ""Los @ ZxB8Ml7CpM"" (2.63)",2025-01-28T06:32:28.887Z,173804594888701
"-- starting hand #186 (id: iuwifqazepet)  (No Limit Texas Hold'em) (dealer: ""Misha @ Kvjues6h6A"") --",2025-01-28T06:32:28.887Z,173804594888700
"-- ending hand #185 --",2025-01-28T06:32:25.934Z,173804594593402
"""Los @ ZxB8Ml7CpM"" collected 0.25 from pot",2025-01-28T06:32:25.934Z,173804594593401
"Uncalled bet of 2.38 returned to ""Los @ ZxB8Ml7CpM""",2025-01-28T06:32:25.934Z,173804594593400
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:32:25.125Z,173804594512500
"""Misha @ Kvjues6h6A"" folds",2025-01-28T06:32:24.227Z,173804594422700
"""Los @ ZxB8Ml7CpM"" raises to 2.48 and go all in",2025-01-28T06:32:22.467Z,173804594246700
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:32:20.441Z,173804594044100
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:32:19.047Z,173804593904707
"""Misha @ Kvjues6h6A"" posts a small blind of 0.05",2025-01-28T06:32:19.047Z,173804593904706
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (12.25) | #2 ""Zaleu @ sN5xMfD2pb"" (16.40) | #3 ""DeezLouiz @ AkoTA5kmtN"" (1.80) | #4 ""Los @ ZxB8Ml7CpM"" (2.48)",2025-01-28T06:32:19.047Z,173804593904701
"-- starting hand #185 (id: qadsqzr5wnca)  (No Limit Texas Hold'em) (dealer: ""Los @ ZxB8Ml7CpM"") --",2025-01-28T06:32:19.047Z,173804593904700
"-- ending hand #184 --",2025-01-28T06:32:16.124Z,173804593612402
"""Los @ ZxB8Ml7CpM"" collected 0.90 from pot",2025-01-28T06:32:16.124Z,173804593612401
"Uncalled bet of 1.58 returned to ""Los @ ZxB8Ml7CpM""",2025-01-28T06:32:16.124Z,173804593612400
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:32:15.301Z,173804593530100
"""Misha @ Kvjues6h6A"" folds",2025-01-28T06:32:14.443Z,173804593444300
"""Los @ ZxB8Ml7CpM"" bets 1.58 and go all in",2025-01-28T06:32:12.082Z,173804593208200
"Flop:  [9♦, 10♣, 4♠]",2025-01-28T06:32:09.574Z,173804592957400
"""DeezLouiz @ AkoTA5kmtN"" calls 0.30",2025-01-28T06:32:08.726Z,173804592872600
"""Misha @ Kvjues6h6A"" calls 0.30",2025-01-28T06:32:07.681Z,173804592768100
"""Los @ ZxB8Ml7CpM"" raises to 0.30",2025-01-28T06:32:03.864Z,173804592386400
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T06:32:01.421Z,173804592142100
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:31:58.057Z,173804591805700
"""Misha @ Kvjues6h6A"" posts a big blind of 0.10",2025-01-28T06:31:57.143Z,173804591714307
"""Los @ ZxB8Ml7CpM"" posts a small blind of 0.05",2025-01-28T06:31:57.143Z,173804591714306
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (12.55) | #2 ""Zaleu @ sN5xMfD2pb"" (16.40) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.10) | #4 ""Los @ ZxB8Ml7CpM"" (1.88)",2025-01-28T06:31:57.143Z,173804591714301
"-- starting hand #184 (id: 03injrb3v38f)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:31:57.143Z,173804591714300
"-- ending hand #183 --",2025-01-28T06:31:54.201Z,173804591420102
"""Misha @ Kvjues6h6A"" collected 0.25 from pot",2025-01-28T06:31:54.201Z,173804591420101
"Uncalled bet of 0.20 returned to ""Misha @ Kvjues6h6A""",2025-01-28T06:31:54.201Z,173804591420100
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:31:53.382Z,173804591338200
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:31:52.059Z,173804591205900
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:31:48.993Z,173804590899300
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T06:31:48.074Z,173804590807400
"""Los @ ZxB8Ml7CpM"" posts a big blind of 0.10",2025-01-28T06:31:45.528Z,173804590552807
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:31:45.528Z,173804590552806
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (12.40) | #2 ""Zaleu @ sN5xMfD2pb"" (16.40) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.15) | #4 ""Los @ ZxB8Ml7CpM"" (1.98)",2025-01-28T06:31:45.528Z,173804590552801
"-- starting hand #183 (id: xdtonq8nsu4w)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:31:45.528Z,173804590552800
"""Los @ ZxB8Ml7CpM"" shows a K♥, J♣.",2025-01-28T06:31:42.630Z,173804590263000
"-- ending hand #182 --",2025-01-28T06:31:41.835Z,173804590183502
"""Los @ ZxB8Ml7CpM"" collected 0.25 from pot",2025-01-28T06:31:41.835Z,173804590183501
"Uncalled bet of 1.73 returned to ""Los @ ZxB8Ml7CpM""",2025-01-28T06:31:41.835Z,173804590183500
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:31:41.008Z,173804590100800
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:31:37.584Z,173804589758400
"""Misha @ Kvjues6h6A"" folds",2025-01-28T06:31:36.664Z,173804589666400
"""Los @ ZxB8Ml7CpM"" raises to 1.83 and go all in",2025-01-28T06:31:34.875Z,173804589487500
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:31:32.097Z,173804589209707
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:31:32.097Z,173804589209706
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (12.40) | #2 ""Zaleu @ sN5xMfD2pb"" (16.45) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.25) | #4 ""Los @ ZxB8Ml7CpM"" (1.83)",2025-01-28T06:31:32.097Z,173804589209701
"-- starting hand #182 (id: bx0c1ynws7ej)  (No Limit Texas Hold'em) (dealer: ""Misha @ Kvjues6h6A"") --",2025-01-28T06:31:32.097Z,173804589209700
"-- ending hand #181 --",2025-01-28T06:31:29.175Z,173804588917502
"""Misha @ Kvjues6h6A"" collected 0.70 from pot",2025-01-28T06:31:29.175Z,173804588917501
"Uncalled bet of 0.40 returned to ""Misha @ Kvjues6h6A""",2025-01-28T06:31:29.175Z,173804588917500
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:31:28.352Z,173804588835200
"""Misha @ Kvjues6h6A"" bets 0.40",2025-01-28T06:31:27.475Z,173804588747500
"Flop:  [4♠, K♣, K♦]",2025-01-28T06:31:22.685Z,173804588268500
"""Los @ ZxB8Ml7CpM"" calls 0.30",2025-01-28T06:31:21.875Z,173804588187500
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:31:20.852Z,173804588085200
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T06:31:19.839Z,173804587983900
"""Los @ ZxB8Ml7CpM"" calls 0.10",2025-01-28T06:31:15.870Z,173804587587000
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:31:12.044Z,173804587204400
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:31:10.673Z,173804587067307
"""Misha @ Kvjues6h6A"" posts a small blind of 0.05",2025-01-28T06:31:10.673Z,173804587067306
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (12.00) | #2 ""Zaleu @ sN5xMfD2pb"" (16.55) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.25) | #4 ""Los @ ZxB8Ml7CpM"" (2.13)",2025-01-28T06:31:10.673Z,173804587067301
"-- starting hand #181 (id: bjjnlwmlkmtv)  (No Limit Texas Hold'em) (dealer: ""Los @ ZxB8Ml7CpM"") --",2025-01-28T06:31:10.673Z,173804587067300
"""Zaleu @ sN5xMfD2pb"" shows a A♠.",2025-01-28T06:31:08.999Z,173804586899900
"""Misha @ Kvjues6h6A"" shows a K♣.",2025-01-28T06:31:07.150Z,173804586715000
"-- ending hand #180 --",2025-01-28T06:31:06.298Z,173804586629802
"""Misha @ Kvjues6h6A"" collected 0.65 from pot",2025-01-28T06:31:06.298Z,173804586629801
"Uncalled bet of 1.50 returned to ""Misha @ Kvjues6h6A""",2025-01-28T06:31:06.298Z,173804586629800
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:31:05.493Z,173804586549300
"""Misha @ Kvjues6h6A"" bets 1.50",2025-01-28T06:30:36.377Z,173804583637700
"Flop:  [Q♣, 8♣, A♣]",2025-01-28T06:30:28.368Z,173804582836800
"""Misha @ Kvjues6h6A"" calls 0.30",2025-01-28T06:30:27.547Z,173804582754700
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:30:25.348Z,173804582534800
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:30:24.460Z,173804582446000
"""Zaleu @ sN5xMfD2pb"" raises to 0.30",2025-01-28T06:30:23.577Z,173804582357700
"""Misha @ Kvjues6h6A"" posts a big blind of 0.10",2025-01-28T06:30:21.541Z,173804582154107
"""Los @ ZxB8Ml7CpM"" posts a small blind of 0.05",2025-01-28T06:30:21.541Z,173804582154106
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (11.65) | #2 ""Zaleu @ sN5xMfD2pb"" (16.85) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.25) | #4 ""Los @ ZxB8Ml7CpM"" (2.18)",2025-01-28T06:30:21.541Z,173804582154101
"-- starting hand #180 (id: tiblpte3rfaq)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:30:21.541Z,173804582154100
"-- ending hand #179 --",2025-01-28T06:30:15.509Z,173804581550902
"""Misha @ Kvjues6h6A"" collected 1.69 from pot with Pair, 9's (combination: 9♠, 9♥, J♥, 10♣, 6♠)",2025-01-28T06:30:15.509Z,173804581550901
"""Misha @ Kvjues6h6A"" shows a J♥, 9♠.",2025-01-28T06:30:15.509Z,173804581550900
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T06:30:14.694Z,173804581469400
"""Misha @ Kvjues6h6A"" bets 0.10",2025-01-28T06:30:12.420Z,173804581242000
"River: 4♦, 9♥, 10♣, 2♥ [6♠]",2025-01-28T06:30:09.283Z,173804580928300
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:30:08.436Z,173804580843600
"""Misha @ Kvjues6h6A"" checks",2025-01-28T06:30:06.530Z,173804580653000
"Turn: 4♦, 9♥, 10♣ [2♥]",2025-01-28T06:30:02.757Z,173804580275700
"""Misha @ Kvjues6h6A"" calls 0.37",2025-01-28T06:30:01.923Z,173804580192300
"""Zaleu @ sN5xMfD2pb"" bets 0.37",2025-01-28T06:30:00.999Z,173804580099900
"""Misha @ Kvjues6h6A"" checks",2025-01-28T06:29:56.484Z,173804579648400
"Flop:  [4♦, 9♥, 10♣]",2025-01-28T06:29:52.309Z,173804579230900
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:29:51.474Z,173804579147400
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:29:50.580Z,173804579058000
"""Zaleu @ sN5xMfD2pb"" calls 0.30",2025-01-28T06:29:49.145Z,173804578914500
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T06:29:47.335Z,173804578733500
"""Los @ ZxB8Ml7CpM"" posts a big blind of 0.10",2025-01-28T06:29:44.807Z,173804578480707
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:29:44.807Z,173804578480706
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (10.73) | #2 ""Zaleu @ sN5xMfD2pb"" (17.62) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.30) | #4 ""Los @ ZxB8Ml7CpM"" (2.28)",2025-01-28T06:29:44.807Z,173804578480701
"-- starting hand #179 (id: k52kwdd9qxkl)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:29:44.807Z,173804578480700
"""DeezLouiz @ AkoTA5kmtN"" shows a 2♠, A♣.",2025-01-28T06:29:42.816Z,173804578281600
"""Misha @ Kvjues6h6A"" shows a Q♥.",2025-01-28T06:29:42.095Z,173804578209500
"-- ending hand #178 --",2025-01-28T06:29:40.494Z,173804578049401
"""Misha @ Kvjues6h6A"" collected 1.10 from pot",2025-01-28T06:29:40.494Z,173804578049400
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:29:39.642Z,173804577964200
"Turn: A♥, A♠, Q♠ [3♠]",2025-01-28T06:29:36.470Z,173804577647000
"""Zaleu @ sN5xMfD2pb"" calls 0.20",2025-01-28T06:29:35.651Z,173804577565100
"""Misha @ Kvjues6h6A"" bets 0.20",2025-01-28T06:29:33.753Z,173804577375300
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:29:31.061Z,173804577106100
"Flop:  [A♥, A♠, Q♠]",2025-01-28T06:29:27.780Z,173804576778000
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:29:26.964Z,173804576696400
"""Zaleu @ sN5xMfD2pb"" calls 0.30",2025-01-28T06:29:26.055Z,173804576605500
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T06:29:21.363Z,173804576136300
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:29:19.371Z,173804575937100
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:29:18.290Z,173804575829007
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:29:18.290Z,173804575829006
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (10.13) | #2 ""Zaleu @ sN5xMfD2pb"" (18.12) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.40) | #4 ""Los @ ZxB8Ml7CpM"" (2.28)",2025-01-28T06:29:18.290Z,173804575829001
"-- starting hand #178 (id: ojh3upwnjv9a)  (No Limit Texas Hold'em) (dealer: ""Misha @ Kvjues6h6A"") --",2025-01-28T06:29:18.290Z,173804575829000
"""Los @ ZxB8Ml7CpM"" shows a 6♦, A♦.",2025-01-28T06:29:15.599Z,173804575559900
"-- ending hand #177 --",2025-01-28T06:29:14.659Z,173804575465902
"""Los @ ZxB8Ml7CpM"" collected 0.95 from pot",2025-01-28T06:29:14.659Z,173804575465901
"Uncalled bet of 0.47 returned to ""Los @ ZxB8Ml7CpM""",2025-01-28T06:29:14.659Z,173804575465900
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:29:13.850Z,173804575385000
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:29:12.958Z,173804575295800
"""Los @ ZxB8Ml7CpM"" bets 0.47",2025-01-28T06:29:11.719Z,173804575171900
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:29:08.771Z,173804574877100
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:29:07.665Z,173804574766500
"Turn: J♣, Q♠, 3♥ [7♥]",2025-01-28T06:29:05.933Z,173804574593300
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T06:29:05.092Z,173804574509200
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T06:29:04.233Z,173804574423300
"""Los @ ZxB8Ml7CpM"" bets 0.10",2025-01-28T06:29:02.759Z,173804574275900
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:29:01.153Z,173804574115300
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:28:59.577Z,173804573957700
"Flop:  [J♣, Q♠, 3♥]",2025-01-28T06:28:56.920Z,173804573692000
"""DeezLouiz @ AkoTA5kmtN"" calls 0.20",2025-01-28T06:28:56.075Z,173804573607500
"""Zaleu @ sN5xMfD2pb"" calls 0.20",2025-01-28T06:28:55.177Z,173804573517700
"""Misha @ Kvjues6h6A"" folds",2025-01-28T06:28:54.242Z,173804573424200
"""Los @ ZxB8Ml7CpM"" raises to 0.20",2025-01-28T06:28:53.086Z,173804573308600
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T06:28:51.619Z,173804573161900
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T06:28:47.592Z,173804572759207
"""Misha @ Kvjues6h6A"" posts a small blind of 0.05",2025-01-28T06:28:47.592Z,173804572759206
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (10.18) | #2 ""Zaleu @ sN5xMfD2pb"" (18.42) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.70) | #4 ""Los @ ZxB8Ml7CpM"" (1.63)",2025-01-28T06:28:47.592Z,173804572759201
"-- starting hand #177 (id: eurs8tbokpyr)  (No Limit Texas Hold'em) (dealer: ""Los @ ZxB8Ml7CpM"") --",2025-01-28T06:28:47.592Z,173804572759200
"""Misha @ Kvjues6h6A"" shows a 3♥, A♦.",2025-01-28T06:28:44.325Z,173804572432500
"-- ending hand #176 --",2025-01-28T06:28:43.990Z,173804572399002
"""Misha @ Kvjues6h6A"" collected 0.45 from pot",2025-01-28T06:28:43.990Z,173804572399001
"Uncalled bet of 0.50 returned to ""Misha @ Kvjues6h6A""",2025-01-28T06:28:43.990Z,173804572399000
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:28:43.173Z,173804572317300
"""Misha @ Kvjues6h6A"" bets 0.50",2025-01-28T06:28:42.320Z,173804572232000
"Flop:  [Q♣, 4♥, 2♣]",2025-01-28T06:28:37.881Z,173804571788100
"""DeezLouiz @ AkoTA5kmtN"" calls 0.20",2025-01-28T06:28:37.020Z,173804571702000
"""Misha @ Kvjues6h6A"" raises to 0.20",2025-01-28T06:28:36.153Z,173804571615300
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:28:33.522Z,173804571352200
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T06:28:32.596Z,173804571259600
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:28:28.286Z,173804570828600
"""Misha @ Kvjues6h6A"" posts a big blind of 0.10",2025-01-28T06:28:26.529Z,173804570652907
"""Los @ ZxB8Ml7CpM"" posts a small blind of 0.05",2025-01-28T06:28:26.529Z,173804570652906
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (9.93) | #2 ""Zaleu @ sN5xMfD2pb"" (18.42) | #3 ""DeezLouiz @ AkoTA5kmtN"" (2.90) | #4 ""Los @ ZxB8Ml7CpM"" (1.68)",2025-01-28T06:28:26.529Z,173804570652901
"-- starting hand #176 (id: aogetm40vxb7)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T06:28:26.529Z,173804570652900
"""Los @ ZxB8Ml7CpM"" shows a 9♦, J♠.",2025-01-28T06:28:25.078Z,173804570507800
"-- ending hand #175 --",2025-01-28T06:28:22.858Z,173804570285802
"""Los @ ZxB8Ml7CpM"" collected 1.20 from pot",2025-01-28T06:28:22.858Z,173804570285801
"Uncalled bet of 0.48 returned to ""Los @ ZxB8Ml7CpM""",2025-01-28T06:28:22.858Z,173804570285800
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:28:22.051Z,173804570205100
"""Los @ ZxB8Ml7CpM"" bets 0.48 and go all in",2025-01-28T06:28:20.790Z,173804570079000
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:28:18.542Z,173804569854200
"River: 9♣, 5♠, 6♦, 7♠ [7♦]",2025-01-28T06:28:16.297Z,173804569629700
"""DeezLouiz @ AkoTA5kmtN"" calls 0.30",2025-01-28T06:28:15.448Z,173804569544800
"""Los @ ZxB8Ml7CpM"" bets 0.30",2025-01-28T06:28:13.040Z,173804569304000
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:28:10.817Z,173804569081700
"Turn: 9♣, 5♠, 6♦ [7♠]",2025-01-28T06:28:08.337Z,173804568833700
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T06:28:07.503Z,173804568750300
"""Los @ ZxB8Ml7CpM"" bets 0.10",2025-01-28T06:28:06.362Z,173804568636200
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T06:28:04.233Z,173804568423300
"Flop:  [9♣, 5♠, 6♦]",2025-01-28T06:28:00.664Z,173804568066400
"""Los @ ZxB8Ml7CpM"" calls 0.20",2025-01-28T06:27:59.805Z,173804567980500
"""DeezLouiz @ AkoTA5kmtN"" raises to 0.20",2025-01-28T06:27:57.533Z,173804567753300
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T06:27:54.745Z,173804567474500
"""Misha @ Kvjues6h6A"" folds",2025-01-28T06:27:53.533Z,173804567353300
"""Los @ ZxB8Ml7CpM"" posts a big blind of 0.10",2025-01-28T06:27:50.548Z,173804567054807
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T06:27:50.548Z,173804567054806
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (9.93) | #2 ""Zaleu @ sN5xMfD2pb"" (18.42) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.50) | #4 ""Los @ ZxB8Ml7CpM"" (1.08)",2025-01-28T06:27:50.548Z,173804567054801
"-- starting hand #175 (id: tfxyrqvxdyxx)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T06:27:50.548Z,173804567054800
"""Zaleu @ sN5xMfD2pb"" shows a 3♦.",2025-01-28T06:27:48.570Z,173804566857000
"""Misha @ Kvjues6h6A"" shows a 4♣, Q♦.",2025-01-28T06:27:48.548Z,173804566854800
"-- ending hand #174 --",2025-01-28T06:27:46.222Z,173804566622202
"""Zaleu @ sN5xMfD2pb"" collected 0.70 from pot",2025-01-28T06:27:46.222Z,173804566622201
"Uncalled bet of 0.35 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T06:27:46.222Z,173804566622200
"""Misha @ Kvjues6h6A"" folds",2025-01-28T06:27:45.355Z,173804566535500
"""Zaleu @ sN5xMfD2pb"" bets 0.35",2025-01-28T06:27:29.043Z,173804564904300
"Turn: 6♦, 3♥, K♣ [10♣]",2025-01-28T06:27:24.650Z,173804564465000
"""Misha @ Kvjues6h6A"" checks",2025-01-28T06:27:23.818Z,173804564381800
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T06:27:21.245Z,173804564124500
"Flop:  [6♦, 3♥, K♣]",2025-01-28T06:27:17.785Z,173804563778500
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T06:27:16.937Z,173804563693700
"""Zaleu @ sN5xMfD2pb"" calls 0.30",2025-01-28T06:27:14.340Z,173804563434000
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T06:27:12.892Z,173804563289200
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T06:27:10.767Z,173804563076700
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T06:27:09.524Z,173804562952407
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T06:27:09.524Z,173804562952406
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (10.23) | #2 ""Zaleu @ sN5xMfD2pb"" (18.02) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.60) | #4 ""Los @ ZxB8Ml7CpM"" (1.08)",2025-01-28T06:27:09.524Z,173804562952401
"-- starting hand #174 (id: zgsjukn6k5xj)  (No Limit Texas Hold'em) (dealer: ""Misha @ Kvjues6h6A"") --",2025-01-28T06:27:09.524Z,173804562952400
"-- ending hand #173 --",2025-01-28T06:27:03.513Z,173804562351302
"""Misha @ Kvjues6h6A"" collected 1.10 from pot with Pair, 10's (combination: 10♦, 10♥, K♦, J♣, 8♦)",2025-01-28T06:27:03.513Z,173804562351301
"""Misha @ Kvjues6h6A"" shows a J♣, 10♦.",2025-01-28T06:27:03.513Z,173804562351300
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T06:27:02.632Z,173804562263200
