entry,at,order
"""Misha @ Kvjues6h6A"" posts a big blind of 0.10",2025-01-28T04:42:42.613Z,173803936261309
"""raf @ HR7OxefUKM"" posts a small blind of 0.05",2025-01-28T04:42:42.613Z,173803936261308
"Player stacks: #1 ""raf @ HR7OxefUKM"" (6.37) | #2 ""Misha @ Kvjues6h6A"" (5.95) | #3 ""DeezLouiz @ AkoTA5kmtN"" (5.15) | #4 ""Los @ ZxB8Ml7CpM"" (15.87) | #7 ""Zaleu @ sN5xMfD2pb"" (2.36) | #10 ""Henry @ eJe4ehUK15"" (2.30)",2025-01-28T04:42:42.613Z,173803936261301
"-- starting hand #25 (id: 7fr4sizvsskx)  (No Limit Texas Hold'em) (dealer: ""Henry @ eJe4ehUK15"") --",2025-01-28T04:42:42.613Z,173803936261300
"""Henry @ eJe4ehUK15"" shows a A♥, J♠.",2025-01-28T04:42:41.038Z,173803936103800
"""raf @ HR7OxefUKM"" shows a J♦, A♦.",2025-01-28T04:42:40.553Z,173803936055300
"-- ending hand #24 --",2025-01-28T04:42:38.258Z,173803935825802
"""raf @ HR7OxefUKM"" collected 2.00 from pot",2025-01-28T04:42:38.258Z,173803935825801
"Uncalled bet of 2.30 returned to ""raf @ HR7OxefUKM""",2025-01-28T04:42:38.258Z,173803935825800
"""Henry @ eJe4ehUK15"" folds",2025-01-28T04:42:37.434Z,173803935743400
"""raf @ HR7OxefUKM"" bets 2.30",2025-01-28T04:42:35.650Z,173803935565000
"""Henry @ eJe4ehUK15"" checks",2025-01-28T04:42:32.979Z,173803935297900
"Flop:  [2♠, K♣, K♠]",2025-01-28T04:42:27.839Z,173803934783900
"""Henry @ eJe4ehUK15"" calls 1.00",2025-01-28T04:42:27.011Z,173803934701100
"""raf @ HR7OxefUKM"" raises to 1.00",2025-01-28T04:42:24.555Z,173803934455500
"""Henry @ eJe4ehUK15"" raises to 0.30",2025-01-28T04:42:20.496Z,173803934049600
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T04:42:17.623Z,173803933762300
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T04:42:13.748Z,173803933374800
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T04:42:12.867Z,173803933286700
"""Misha @ Kvjues6h6A"" folds",2025-01-28T04:42:09.796Z,173803932979600
"""raf @ HR7OxefUKM"" posts a big blind of 0.10",2025-01-28T04:42:06.991Z,173803932699109
"""Henry @ eJe4ehUK15"" posts a small blind of 0.05",2025-01-28T04:42:06.991Z,173803932699108
"Player stacks: #1 ""raf @ HR7OxefUKM"" (5.37) | #2 ""Misha @ Kvjues6h6A"" (5.95) | #3 ""DeezLouiz @ AkoTA5kmtN"" (5.15) | #4 ""Los @ ZxB8Ml7CpM"" (15.87) | #7 ""Zaleu @ sN5xMfD2pb"" (2.36) | #10 ""Henry @ eJe4ehUK15"" (3.30)",2025-01-28T04:42:06.991Z,173803932699101
"-- starting hand #24 (id: row2g4bnk7r7)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T04:42:06.991Z,173803932699100
"-- ending hand #23 --",2025-01-28T04:42:03.990Z,173803932399002
"""Zaleu @ sN5xMfD2pb"" collected 1.20 from pot",2025-01-28T04:42:03.990Z,173803932399001
"Uncalled bet of 1.16 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T04:42:03.990Z,173803932399000
"""raf @ HR7OxefUKM"" folds",2025-01-28T04:42:03.094Z,173803932309400
"The player ""BERA @ _yrAfxfbwq"" requested a seat.",2025-01-28T04:41:55.902Z,173803931590200
"""Henry @ eJe4ehUK15"" folds",2025-01-28T04:41:53.658Z,173803931365800
"""Zaleu @ sN5xMfD2pb"" raises to 1.71 and go all in",2025-01-28T04:41:50.667Z,173803931066700
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T04:41:46.714Z,173803930671400
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T04:41:45.856Z,173803930585600
"""Misha @ Kvjues6h6A"" folds",2025-01-28T04:41:39.287Z,173803929928700
"""raf @ HR7OxefUKM"" raises to 0.55",2025-01-28T04:41:33.400Z,173803929340000
"""Henry @ eJe4ehUK15"" posts a big blind of 0.10",2025-01-28T04:41:24.836Z,173803928483610
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T04:41:24.836Z,173803928483609
"Player stacks: #1 ""raf @ HR7OxefUKM"" (5.92) | #2 ""Misha @ Kvjues6h6A"" (5.95) | #3 ""DeezLouiz @ AkoTA5kmtN"" (5.15) | #4 ""Los @ ZxB8Ml7CpM"" (15.87) | #7 ""Zaleu @ sN5xMfD2pb"" (1.71) | #10 ""Henry @ eJe4ehUK15"" (3.40)",2025-01-28T04:41:24.836Z,173803928483602
"-- starting hand #23 (id: zxqpbt8ernxl)  (No Limit Texas Hold'em) (dealer: ""Los @ ZxB8Ml7CpM"") --",2025-01-28T04:41:24.836Z,173803928483601
"The player ""BERA @ _yrAfxfbwq"" quits the game with a stack of 0.00.",2025-01-28T04:41:24.836Z,173803928483600
"-- ending hand #22 --",2025-01-28T04:41:18.808Z,173803927880801
"""Los @ ZxB8Ml7CpM"" collected 14.40 from pot with Pair, K's (combination: K♣, K♦, Q♣, 8♣, 4♦)",2025-01-28T04:41:18.808Z,173803927880800
"River: 4♦, Q♣, K♦, 3♠ [2♠]",2025-01-28T04:41:14.760Z,173803927476000
"Turn: 4♦, Q♣, K♦ [3♠]",2025-01-28T04:41:10.744Z,173803927074400
"""BERA @ _yrAfxfbwq"" shows a A♦, 8♦.",2025-01-28T04:41:06.687Z,173803926668701
"""Los @ ZxB8Ml7CpM"" shows a K♣, 8♣.",2025-01-28T04:41:06.687Z,173803926668700
"""Los @ ZxB8Ml7CpM"" calls 6.70",2025-01-28T04:41:05.866Z,173803926586600
"""BERA @ _yrAfxfbwq"" raises to 6.70 and go all in",2025-01-28T04:40:48.127Z,173803924812700
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T04:40:44.766Z,173803924476600
"""Los @ ZxB8Ml7CpM"" bets 0.50",2025-01-28T04:40:43.127Z,173803924312700
"Flop:  [4♦, Q♣, K♦]",2025-01-28T04:40:39.210Z,173803923921000
"""Henry @ eJe4ehUK15"" folds",2025-01-28T04:40:38.374Z,173803923837400
"""BERA @ _yrAfxfbwq"" calls 0.30",2025-01-28T04:40:37.461Z,173803923746100
"""Zaleu @ sN5xMfD2pb"" calls 0.30",2025-01-28T04:40:36.296Z,173803923629600
"""Los @ ZxB8Ml7CpM"" raises to 0.30",2025-01-28T04:40:34.127Z,173803923412700
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T04:40:31.842Z,173803923184200
"""Misha @ Kvjues6h6A"" folds",2025-01-28T04:40:30.953Z,173803923095300
"""raf @ HR7OxefUKM"" folds",2025-01-28T04:40:28.357Z,173803922835700
"""Henry @ eJe4ehUK15"" calls 0.10",2025-01-28T04:40:27.462Z,173803922746200
"""BERA @ _yrAfxfbwq"" calls 0.10",2025-01-28T04:40:26.552Z,173803922655200
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T04:40:21.292Z,173803922129210
"""Los @ ZxB8Ml7CpM"" posts a small blind of 0.05",2025-01-28T04:40:21.292Z,173803922129209
"Player stacks: #1 ""raf @ HR7OxefUKM"" (5.92) | #2 ""Misha @ Kvjues6h6A"" (5.95) | #3 ""DeezLouiz @ AkoTA5kmtN"" (5.15) | #4 ""Los @ ZxB8Ml7CpM"" (8.47) | #7 ""Zaleu @ sN5xMfD2pb"" (2.01) | #9 ""BERA @ _yrAfxfbwq"" (7.00) | #10 ""Henry @ eJe4ehUK15"" (3.50)",2025-01-28T04:40:21.292Z,173803922129201
"-- starting hand #22 (id: qyrvwhg0yojn)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T04:40:21.292Z,173803922129200
"""Zaleu @ sN5xMfD2pb"" shows a 8♦.",2025-01-28T04:40:16.032Z,173803921603200
"""Zaleu @ sN5xMfD2pb"" shows a 5♦.",2025-01-28T04:40:15.435Z,173803921543500
"-- ending hand #21 --",2025-01-28T04:40:14.711Z,173803921471102
"""DeezLouiz @ AkoTA5kmtN"" collected 2.60 from pot with Full House, 5's over J's (combination: 5♠, 5♣, 5♥, J♣, J♠)",2025-01-28T04:40:14.711Z,173803921471101
"""DeezLouiz @ AkoTA5kmtN"" shows a J♣, J♠.",2025-01-28T04:40:14.711Z,173803921471100
"""Misha @ Kvjues6h6A"" folds",2025-01-28T04:40:13.902Z,173803921390200
"""Los @ ZxB8Ml7CpM"" calls 0.50",2025-01-28T04:40:12.807Z,173803921280700
"""DeezLouiz @ AkoTA5kmtN"" bets 0.50",2025-01-28T04:40:11.545Z,173803921154500
"River: 5♠, 5♣, 2♣, 10♦ [5♥]",2025-01-28T04:40:06.255Z,173803920625500
"""Misha @ Kvjues6h6A"" checks",2025-01-28T04:40:05.449Z,173803920544900
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T04:40:02.992Z,173803920299200
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T04:40:02.065Z,173803920206500
"Turn: 5♠, 5♣, 2♣ [10♦]",2025-01-28T04:40:00.520Z,173803920052000
"""Misha @ Kvjues6h6A"" checks",2025-01-28T04:39:59.713Z,173803919971300
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T04:39:58.239Z,173803919823900
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T04:39:54.757Z,173803919475700
"Flop:  [5♠, 5♣, 2♣]",2025-01-28T04:39:49.584Z,173803918958400
"""Misha @ Kvjues6h6A"" calls 0.50",2025-01-28T04:39:48.769Z,173803918876900
"""Henry @ eJe4ehUK15"" folds",2025-01-28T04:39:47.566Z,173803918756600
"""Los @ ZxB8Ml7CpM"" calls 0.50",2025-01-28T04:39:46.670Z,173803918667000
"""DeezLouiz @ AkoTA5kmtN"" raises to 0.50",2025-01-28T04:39:44.283Z,173803918428300
"""Misha @ Kvjues6h6A"" raises to 0.30",2025-01-28T04:39:41.906Z,173803918190600
"""raf @ HR7OxefUKM"" folds",2025-01-28T04:39:39.623Z,173803917962300
"""Henry @ eJe4ehUK15"" calls 0.10",2025-01-28T04:39:38.675Z,173803917867500
"""BERA @ _yrAfxfbwq"" folds",2025-01-28T04:39:37.775Z,173803917777500
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T04:39:34.472Z,173803917447200
"""Los @ ZxB8Ml7CpM"" posts a big blind of 0.10",2025-01-28T04:39:32.531Z,173803917253110
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T04:39:32.531Z,173803917253109
"Player stacks: #1 ""raf @ HR7OxefUKM"" (5.92) | #2 ""Misha @ Kvjues6h6A"" (6.45) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.55) | #4 ""Los @ ZxB8Ml7CpM"" (9.47) | #7 ""Zaleu @ sN5xMfD2pb"" (2.01) | #9 ""BERA @ _yrAfxfbwq"" (7.00) | #10 ""Henry @ eJe4ehUK15"" (3.60)",2025-01-28T04:39:32.531Z,173803917253101
"-- starting hand #21 (id: vgmmk3xugnpx)  (No Limit Texas Hold'em) (dealer: ""Misha @ Kvjues6h6A"") --",2025-01-28T04:39:32.531Z,173803917253100
"""Henry @ eJe4ehUK15"" shows a 6♥.",2025-01-28T04:39:27.484Z,173803916748400
"-- ending hand #20 --",2025-01-28T04:39:25.974Z,173803916597401
"""Zaleu @ sN5xMfD2pb"" collected 2.01 from pot with Two Pair, A's & 6's (combination: A♠, A♦, 6♣, 6♠, 10♠)",2025-01-28T04:39:25.974Z,173803916597400
"River: 6♣, 6♠, 2♦, 10♠ [7♥]",2025-01-28T04:39:21.964Z,173803916196400
"Turn: 6♣, 6♠, 2♦ [10♠]",2025-01-28T04:39:17.948Z,173803915794800
"""Zaleu @ sN5xMfD2pb"" shows a A♠, A♦.",2025-01-28T04:39:13.907Z,173803915390701
"""Los @ ZxB8Ml7CpM"" shows a 7♠, A♥.",2025-01-28T04:39:13.907Z,173803915390700
"""Los @ ZxB8Ml7CpM"" calls 0.48",2025-01-28T04:39:13.068Z,173803915306800
"""BERA @ _yrAfxfbwq"" folds",2025-01-28T04:39:11.025Z,173803915102500
"""Zaleu @ sN5xMfD2pb"" bets 0.48 and go all in",2025-01-28T04:39:09.706Z,173803914970600
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T04:39:07.124Z,173803914712400
"Flop:  [6♣, 6♠, 2♦]",2025-01-28T04:39:03.158Z,173803914315800
"""Los @ ZxB8Ml7CpM"" calls 0.30",2025-01-28T04:39:02.332Z,173803914233200
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T04:39:00.822Z,173803914082200
"""Misha @ Kvjues6h6A"" folds",2025-01-28T04:38:59.941Z,173803913994100
"""raf @ HR7OxefUKM"" folds",2025-01-28T04:38:58.652Z,173803913865200
"""Henry @ eJe4ehUK15"" folds",2025-01-28T04:38:57.786Z,173803913778600
"""BERA @ _yrAfxfbwq"" calls 0.30",2025-01-28T04:38:56.905Z,173803913690500
"""Zaleu @ sN5xMfD2pb"" raises to 0.30",2025-01-28T04:38:53.566Z,173803913356600
"""Los @ ZxB8Ml7CpM"" calls 0.10",2025-01-28T04:38:51.131Z,173803913113100
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T04:38:49.634Z,173803912963410
"""Misha @ Kvjues6h6A"" posts a small blind of 0.05",2025-01-28T04:38:49.634Z,173803912963409
"Player stacks: #1 ""raf @ HR7OxefUKM"" (5.92) | #2 ""Misha @ Kvjues6h6A"" (6.50) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.65) | #4 ""Los @ ZxB8Ml7CpM"" (10.25) | #7 ""Zaleu @ sN5xMfD2pb"" (0.78) | #9 ""BERA @ _yrAfxfbwq"" (7.30) | #10 ""Henry @ eJe4ehUK15"" (3.60)",2025-01-28T04:38:49.634Z,173803912963401
"-- starting hand #20 (id: r8t444y69t4h)  (No Limit Texas Hold'em) (dealer: ""raf @ HR7OxefUKM"") --",2025-01-28T04:38:49.634Z,173803912963400
"""Zaleu @ sN5xMfD2pb"" shows a 8♣.",2025-01-28T04:38:46.978Z,173803912697800
"-- ending hand #19 --",2025-01-28T04:38:45.975Z,173803912597502
"""Zaleu @ sN5xMfD2pb"" collected 0.25 from pot",2025-01-28T04:38:45.975Z,173803912597501
"Uncalled bet of 0.53 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T04:38:45.975Z,173803912597500
"""Misha @ Kvjues6h6A"" folds",2025-01-28T04:38:45.159Z,173803912515900
"""raf @ HR7OxefUKM"" folds",2025-01-28T04:38:34.246Z,173803911424600
"""Henry @ eJe4ehUK15"" folds",2025-01-28T04:38:33.374Z,173803911337400
"""BERA @ _yrAfxfbwq"" folds",2025-01-28T04:38:32.410Z,173803911241000
"""Zaleu @ sN5xMfD2pb"" raises to 0.63 and go all in",2025-01-28T04:38:29.426Z,173803910942600
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T04:38:27.039Z,173803910703900
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T04:38:26.165Z,173803910616500
"""Misha @ Kvjues6h6A"" posts a big blind of 0.10",2025-01-28T04:38:23.751Z,173803910375110
"""raf @ HR7OxefUKM"" posts a small blind of 0.05",2025-01-28T04:38:23.751Z,173803910375109
"Player stacks: #1 ""raf @ HR7OxefUKM"" (5.97) | #2 ""Misha @ Kvjues6h6A"" (6.60) | #3 ""DeezLouiz @ AkoTA5kmtN"" (3.65) | #4 ""Los @ ZxB8Ml7CpM"" (10.25) | #7 ""Zaleu @ sN5xMfD2pb"" (0.63) | #9 ""BERA @ _yrAfxfbwq"" (7.30) | #10 ""Henry @ eJe4ehUK15"" (3.60)",2025-01-28T04:38:23.751Z,173803910375101
"-- starting hand #19 (id: zlg1vkfw5tlf)  (No Limit Texas Hold'em) (dealer: ""Henry @ eJe4ehUK15"") --",2025-01-28T04:38:23.751Z,173803910375100
"""Henry @ eJe4ehUK15"" shows a A♥, J♣.",2025-01-28T04:38:21.468Z,173803910146800
"""raf @ HR7OxefUKM"" shows a 10♦, J♦.",2025-01-28T04:38:17.466Z,173803909746600
"-- ending hand #18 --",2025-01-28T04:38:16.710Z,173803909671001
"""BERA @ _yrAfxfbwq"" collected 7.30 from pot with Full House, 8's over 9's (combination: 8♦, 8♥, 8♣, 9♦, 9♠)",2025-01-28T04:38:16.710Z,173803909671000
"River: 8♥, 9♦, 8♣, 9♠ [7♥]",2025-01-28T04:38:12.683Z,173803909268300
"Turn: 8♥, 9♦, 8♣ [9♠]",2025-01-28T04:38:08.562Z,173803908856200
"""BERA @ _yrAfxfbwq"" shows a 4♦, 8♦.",2025-01-28T04:38:04.546Z,173803908454602
"""Zaleu @ sN5xMfD2pb"" shows a Q♦, Q♥.",2025-01-28T04:38:04.546Z,173803908454601
"Uncalled bet of 0.63 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T04:38:04.546Z,173803908454600
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T04:38:03.734Z,173803908373400
"""Henry @ eJe4ehUK15"" folds",2025-01-28T04:38:02.876Z,173803908287600
"""BERA @ _yrAfxfbwq"" calls 1.50 and go all in",2025-01-28T04:38:00.992Z,173803908099200
"""Zaleu @ sN5xMfD2pb"" bets 2.13 and go all in",2025-01-28T04:37:59.392Z,173803907939200
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T04:37:56.902Z,173803907690200
"""Henry @ eJe4ehUK15"" checks",2025-01-28T04:37:55.326Z,173803907532600
"Flop:  [8♥, 9♦, 8♣]",2025-01-28T04:37:50.550Z,173803907055000
"""DeezLouiz @ AkoTA5kmtN"" calls 1.00",2025-01-28T04:37:49.724Z,173803906972400
"""raf @ HR7OxefUKM"" folds",2025-01-28T04:37:46.725Z,173803906672500
"""Henry @ eJe4ehUK15"" calls 1.00",2025-01-28T04:37:45.863Z,173803906586300
"""BERA @ _yrAfxfbwq"" calls 1.00",2025-01-28T04:37:44.459Z,173803906445900
"""Zaleu @ sN5xMfD2pb"" raises to 1.00",2025-01-28T04:37:42.299Z,173803906229900
"""DeezLouiz @ AkoTA5kmtN"" calls 0.30",2025-01-28T04:37:39.299Z,173803905929900
"""raf @ HR7OxefUKM"" calls 0.30",2025-01-28T04:37:37.337Z,173803905733700
"""Henry @ eJe4ehUK15"" raises to 0.30",2025-01-28T04:37:36.246Z,173803905624600
"""BERA @ _yrAfxfbwq"" calls 0.10",2025-01-28T04:37:33.564Z,173803905356400
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T04:37:31.309Z,173803905130900
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T04:37:29.872Z,173803904987200
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T04:37:27.735Z,173803904773500
"""Misha @ Kvjues6h6A"" folds",2025-01-28T04:37:26.862Z,173803904686200
"""raf @ HR7OxefUKM"" posts a big blind of 0.10",2025-01-28T04:37:24.238Z,173803904423810
"""Henry @ eJe4ehUK15"" posts a small blind of 0.05",2025-01-28T04:37:24.238Z,173803904423809
"Player stacks: #1 ""raf @ HR7OxefUKM"" (6.27) | #2 ""Misha @ Kvjues6h6A"" (6.60) | #3 ""DeezLouiz @ AkoTA5kmtN"" (4.65) | #4 ""Los @ ZxB8Ml7CpM"" (10.25) | #7 ""Zaleu @ sN5xMfD2pb"" (3.13) | #9 ""BERA @ _yrAfxfbwq"" (2.50) | #10 ""Henry @ eJe4ehUK15"" (4.60)",2025-01-28T04:37:24.238Z,173803904423801
"-- starting hand #18 (id: ldcq7zuntyvc)  (No Limit Texas Hold'em) (dealer: ""BERA @ _yrAfxfbwq"") --",2025-01-28T04:37:24.238Z,173803904423800
"""DeezLouiz @ AkoTA5kmtN"" shows a A♣, 10♣.",2025-01-28T04:37:18.866Z,173803903886600
"-- ending hand #17 --",2025-01-28T04:37:17.669Z,173803903766901
"""Henry @ eJe4ehUK15"" collected 4.60 from pot with Straight, 9 High (combination: 9♥, 8♥, 7♦, 6♥, 5♠)",2025-01-28T04:37:17.669Z,173803903766900
"River: J♦, 9♥, 7♦, 8♥ [5♣]",2025-01-28T04:37:13.664Z,173803903366400
"""Henry @ eJe4ehUK15"" shows a 6♥, 5♠.",2025-01-28T04:37:09.631Z,173803902963101
"""BERA @ _yrAfxfbwq"" shows a 2♦, 3♦.",2025-01-28T04:37:09.631Z,173803902963100
"""BERA @ _yrAfxfbwq"" calls 1.85",2025-01-28T04:37:08.788Z,173803902878800
"""Henry @ eJe4ehUK15"" bets 1.85 and go all in",2025-01-28T04:36:51.872Z,173803901187200
"""BERA @ _yrAfxfbwq"" checks",2025-01-28T04:36:49.365Z,173803900936500
"Turn: J♦, 9♥, 7♦ [8♥]",2025-01-28T04:36:47.801Z,173803900780100
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T04:36:46.964Z,173803900696400
"""Henry @ eJe4ehUK15"" calls 0.30",2025-01-28T04:36:46.086Z,173803900608600
"""BERA @ _yrAfxfbwq"" bets 0.30",2025-01-28T04:36:40.790Z,173803900079000
"Flop:  [J♦, 9♥, 7♦]",2025-01-28T04:36:31.858Z,173803899185800
"""Henry @ eJe4ehUK15"" checks",2025-01-28T04:36:31.051Z,173803899105100
"""BERA @ _yrAfxfbwq"" calls 0.10",2025-01-28T04:36:30.102Z,173803899010200
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T04:36:29.034Z,173803898903400
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T04:36:28.117Z,173803898811700
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T04:36:26.547Z,173803898654700
"""Misha @ Kvjues6h6A"" folds",2025-01-28T04:36:24.198Z,173803898419800
"""raf @ HR7OxefUKM"" folds",2025-01-28T04:36:23.260Z,173803898326000
"""Henry @ eJe4ehUK15"" posts a big blind of 0.10",2025-01-28T04:36:20.397Z,173803898039710
"""BERA @ _yrAfxfbwq"" posts a small blind of 0.05",2025-01-28T04:36:20.397Z,173803898039709
"Player stacks: #1 ""raf @ HR7OxefUKM"" (6.27) | #2 ""Misha @ Kvjues6h6A"" (6.60) | #3 ""DeezLouiz @ AkoTA5kmtN"" (4.75) | #4 ""Los @ ZxB8Ml7CpM"" (10.25) | #7 ""Zaleu @ sN5xMfD2pb"" (3.13) | #9 ""BERA @ _yrAfxfbwq"" (4.75) | #10 ""Henry @ eJe4ehUK15"" (2.25)",2025-01-28T04:36:20.397Z,173803898039701
"-- starting hand #17 (id: rhqbb8eukmuq)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T04:36:20.397Z,173803898039700
"""Los @ ZxB8Ml7CpM"" shows a K♠.",2025-01-28T04:36:17.189Z,173803897718900
"-- ending hand #16 --",2025-01-28T04:36:16.752Z,173803897675202
"""BERA @ _yrAfxfbwq"" collected 1.30 from pot",2025-01-28T04:36:16.752Z,173803897675201
"Uncalled bet of 3.45 returned to ""BERA @ _yrAfxfbwq""",2025-01-28T04:36:16.752Z,173803897675200
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T04:36:15.886Z,173803897588600
"""Henry @ eJe4ehUK15"" folds",2025-01-28T04:36:13.645Z,173803897364500
"""BERA @ _yrAfxfbwq"" bets 3.45 and go all in",2025-01-28T04:36:11.835Z,173803897183500
"Turn: 7♦, 6♦, K♥ [Q♣]",2025-01-28T04:36:08.796Z,173803896879600
"""BERA @ _yrAfxfbwq"" calls 0.30",2025-01-28T04:36:07.949Z,173803896794900
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T04:36:06.341Z,173803896634100
"""Los @ ZxB8Ml7CpM"" calls 0.30",2025-01-28T04:36:02.975Z,173803896297500
"""Henry @ eJe4ehUK15"" bets 0.30",2025-01-28T04:36:01.849Z,173803896184900
"""BERA @ _yrAfxfbwq"" checks",2025-01-28T04:35:58.655Z,173803895865500
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T04:35:57.376Z,173803895737600
"Flop:  [7♦, 6♦, K♥]",2025-01-28T04:35:53.811Z,173803895381100
"""BERA @ _yrAfxfbwq"" checks",2025-01-28T04:35:52.943Z,173803895294300
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T04:35:51.608Z,173803895160800
"""Los @ ZxB8Ml7CpM"" calls 0.10",2025-01-28T04:35:50.122Z,173803895012200
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T04:35:48.894Z,173803894889400
"""Misha @ Kvjues6h6A"" folds",2025-01-28T04:35:48.014Z,173803894801400
"""raf @ HR7OxefUKM"" folds",2025-01-28T04:35:43.727Z,173803894372700
"""Henry @ eJe4ehUK15"" calls 0.10",2025-01-28T04:35:39.314Z,173803893931400
"""BERA @ _yrAfxfbwq"" posts a big blind of 0.10",2025-01-28T04:35:37.132Z,173803893713210
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T04:35:37.132Z,173803893713209
"Player stacks: #1 ""raf @ HR7OxefUKM"" (6.27) | #2 ""Misha @ Kvjues6h6A"" (6.60) | #3 ""DeezLouiz @ AkoTA5kmtN"" (4.75) | #4 ""Los @ ZxB8Ml7CpM"" (10.65) | #7 ""Zaleu @ sN5xMfD2pb"" (3.23) | #9 ""BERA @ _yrAfxfbwq"" (3.85) | #10 ""Henry @ eJe4ehUK15"" (2.65)",2025-01-28T04:35:37.132Z,173803893713201
"-- starting hand #16 (id: aekflz48mymv)  (No Limit Texas Hold'em) (dealer: ""Los @ ZxB8Ml7CpM"") --",2025-01-28T04:35:37.132Z,173803893713200
"""Los @ ZxB8Ml7CpM"" shows a 9♦.",2025-01-28T04:35:34.363Z,173803893436300
"-- ending hand #15 --",2025-01-28T04:35:33.491Z,173803893349102
"""Los @ ZxB8Ml7CpM"" collected 0.90 from pot",2025-01-28T04:35:33.491Z,173803893349101
"Uncalled bet of 0.90 returned to ""Los @ ZxB8Ml7CpM""",2025-01-28T04:35:33.491Z,173803893349100
"""BERA @ _yrAfxfbwq"" folds",2025-01-28T04:35:32.593Z,173803893259300
"""Los @ ZxB8Ml7CpM"" bets 0.90",2025-01-28T04:35:17.195Z,173803891719500
"River: 9♠, 9♣, A♣, 8♦ [A♠]",2025-01-28T04:35:14.048Z,173803891404800
"""BERA @ _yrAfxfbwq"" checks",2025-01-28T04:35:13.225Z,173803891322500
